Ticker,Value,Momentum,Quality,Low Vol,Zscore Value,Fractile Value,Zscore Momentum,Fractile Momentum,Zscore Quality,Fractile Quality,Zscore Low Vol,Fractile Low Vol,Weight
LYB,1.8316128,-0.1422600442416116,0.1586,0.1898727129896764,-0.32112221530091145,1,-0.8556267996308585,1,-0.21643572104696926,2,-0.8229148545697916,1,-0.008695652173913044
VZ,1.7279959,-0.0018843990650514,0.10431,0.1934132675891375,-0.3260255910318034,1,-0.5039515591704306,2,-0.33912390418997695,2,-0.7886326423088419,1,-0.008695652173913044
AVGO,4.13198,1.0162270945847744,0.12509,0.5373491123400111,-0.2122638659330005,3,2.04666613447928,4,-0.2921638665087889,2,2.541603144958278,4,0.008695652173913044
CVX,1.7907476,0.0927882696333681,0.103520006,0.1898248422115853,-0.32305604491671785,1,-0.2667734255442527,2,-0.3409091856148043,2,-0.8233783740918083,1,-0.008695652173913044
KO,10.063384,0.0786195652231696,0.3723,0.129258644803805,0.06842299522300284,4,-0.3022694870170395,2,0.26649787146842513,4,-1.409824134789342,1,-0.008695652173913044
XOM,1.778047,0.1002306173969087,0.14513999,0.1904876979264473,-0.32365706476780165,1,-0.24812852858907705,2,-0.24685355438619774,2,-0.8169601252901257,1,-0.008695652173913044
HD,70.98818,0.2099398617217795,4.04933,0.2049991037241722,2.951516063206541,4,0.02671989565256043,3,8.576096877958273,4,-0.6764501911012546,1,-0.008695652173913044
MPWR,14.0721,0.1094889206790168,0.20214,0.5460703989941026,0.2581241033090226,4,-0.2249342199973285,2,-0.11804110888917671,3,2.6260489547502415,4,0.008695652173913044
JNJ,5.037744,-0.0507132627014509,0.20889,0.1558990716650481,-0.16940115516366056,3,-0.6262797759999379,1,-0.10278700617752994,3,-1.1518722397618069,1,-0.008695652173913044
LULU,11.930866,-0.156588637835029,0.43159,0.397829188884616,0.15679628101593412,4,-0.8915234225178765,1,0.40048538995339333,4,1.1906702625060896,4,0.008695652173913044
AWK,2.2876973,0.0033994248337578,0.097040005,0.1984232018728947,-0.29953931069233897,2,-0.490714291139875,2,-0.3555531264778523,2,-0.7401228324176693,1,-0.008695652173913044
PG,7.8167267,0.0806414422473809,0.28766,0.1473584390731032,-0.03789368555446927,4,-0.2972041917674498,2,0.0752227227997168,3,-1.2345688261679046,1,-0.008695652173913044
T,1.5925977,0.3993603869397042,0.08759,0.1927935340059839,-0.3324329265908334,1,0.5012645267412977,4,-0.3769088815734931,2,-0.7946333514198224,1,-0.008695652173913044
RTX,2.7291734,0.4102954302399015,0.073460005,0.1767076078051102,-0.27864770715557197,2,0.5286594781746836,4,-0.4088407919505383,1,-0.9503889317789742,1,-0.008695652173913044
ADI,3.0668623,0.1204124276971108,0.04658,0.321351921788685,-0.2626675383138907,2,-0.1975681697652699,2,-0.46958603004825356,1,0.4501620087655243,4,0.008695652173913044
WMT,9.101038,0.7666878937675818,0.18531999,0.1772660286929294,0.022882701881656548,4,1.4215095530700796,4,-0.1560520955782027,3,-0.9449818965619265,1,-0.008695652173913044
CSCO,5.4837856,0.2267142145774054,0.20761,0.17975553033584,-0.14829350229614358,3,0.06874374221547785,3,-0.10567963602507185,3,-0.9208767397711699,1,-0.008695652173913044
INTC,0.9017706,-0.5739864383051643,-0.15597,0.5217433279091477,-0.3651243585520528,1,-1.9372067507288528,1,-0.9273221047510759,1,2.3904966447396627,4,0.008695652173913044
GM,0.83599544,0.5492092853569936,0.14167,0.3246918900420482,-0.36823698133115096,1,0.8766725778839899,4,-0.2546952705148477,2,0.48250199884054223,4,0.008695652173913044
MSFT,11.476494,0.1049982195891667,0.35604,0.204601891865521,0.13529441560983882,4,-0.23618452188283423,2,0.2297524329363694,4,-0.6802962838159157,1,-0.008695652173913044
DG,2.3362083,-0.4471999728310717,0.20882,0.4440498277551152,-0.2972436652900803,2,-1.619575720954078,1,-0.10294519687231736,3,1.6382119422294712,4,0.008695652173913044
KMI,2.2117493,0.849088097520645,0.083500005,0.1904999606933952,-0.3031333342542269,2,1.6279421677333923,4,-0.3861517265838815,1,-0.8168413883048301,1,-0.008695652173913044
HPE,1.4331923,0.5721709635311163,0.086660005,0.3775479629825347,-0.33997633475816064,1,0.9341971839729093,4,-0.37901054664776246,1,0.9942927539108953,4,0.008695652173913044
ABT,5.4493546,0.1345309510576768,0.14840001,0.1875050533196713,-0.14992285165701366,3,-0.1621978240651435,2,-0.2394863425458981,2,-0.8458402491904988,1,-0.008695652173913044
SMCI,3.5697427,-0.3004331259278462,0.32469,1.1533760629206218,-0.23887015054315797,2,-1.251888960822776,1,0.15890560034227658,4,8.506421956532211,4,0.008695652173913044
RCL,8.858103,0.8258698097925492,0.44263,0.3334675076711929,0.011386492448791415,4,1.569774692103361,4,0.42543432238844237,4,0.5674738804573555,4,0.008695652173913044
ADP,22.646544,0.2826241260193489,0.87263,0.1553935177083031,0.6638853315979616,4,0.20881171145427482,3,1.3971771617970503,4,-1.1567673790874744,1,-0.008695652173913044
VRSK,131.63284,0.1524420324360256,2.65609,0.1945568201090013,5.82135249000752,4,-0.11732619521019097,3,5.427559683591646,4,-0.7775599391161041,1,-0.008695652173913044
LIN,5.3391924,0.1019590561520966,0.1619,0.1487762826892039,-0.1551359651350435,3,-0.2437983677973863,2,-0.2089781597212753,3,-1.2208402380514,1,-0.008695652173913044
AVY,6.435484,-0.0290054664136338,0.30241,0.1791430225279273,-0.10325707640723253,3,-0.5718964499622756,1,0.10855576205850041,4,-0.9268074836963018,1,-0.008695652173913044
AXON,22.113844,1.4151959425991762,0.16424,0.4525197902257256,0.638676815884346,4,3.0461804404346347,4,-0.20369007078123771,3,1.7202242493702622,4,0.008695652173913044
DAY,4.384492,0.0352769420229395,0.02194,0.3527846258728635,-0.20031445215436994,3,-0.4108533330036781,2,-0.5252691546134352,1,0.7545162004826783,4,0.008695652173913044
BK,1.6567854,0.5830525719242063,0.08563,0.1939071516440308,-0.32939542585107207,1,0.9614582679267741,4,-0.38133822102754167,1,-0.7838504994194967,1,-0.008695652173913044
BDX,2.7210238,0.0465437188901509,0.05633,0.1792549091735625,-0.27903336384725524,2,-0.38262730804751877,2,-0.44755232613143053,1,-0.9257241162104806,1,-0.008695652173913044
BBY,5.977847,0.1753535327023636,0.4241,0.324921503604239,-0.12491344867235728,3,-0.05992729702283654,3,0.38355898561113644,4,0.48472528354238426,4,0.008695652173913044
BSX,7.2534513,0.6758178427238555,0.08916,0.1743669261952546,-0.0645490953010305,3,1.1938579044435702,4,-0.37336089027611746,2,-0.9730531052947802,1,-0.008695652173913044
CCL,3.7464998,0.5434123337019485,0.20120001,0.4108066363422287,-0.23050562241692715,3,0.8621497996295332,4,-0.12016536133479455,3,1.3163273017775414,4,0.008695652173913044
